"Id","Kind","Promoted","Title","Price","PriceText","Address","Rooms","Area","Floor","Date","Views","Url","FetchedAt"
"1009548469","объявление","False","2-комнатная квартира · 53.76 м² · 2/5 этаж","31000000","31 000 000₸","Алатауский р-н, мкр Коккайнар, 20-й микрорайон 46 — Новая саина","2","53.76","2/5","16 сент.","269","https://krisha.kz/a/show/1009548469","2026-09-16 17:18:35"
"1014545141","объявление","False","2-комнатная квартира · 70 м² · 7/9 этаж","37000000","37 000 000₸","Алатауский р-н, мкр Ожет, Северное Кольцо 92/6 — Магазин Шахар маркет","2","70","7/9","16 сент.","125","https://krisha.kz/a/show/1014545141","2026-09-16 17:18:35"
"1011367778","объявление","False","2-комнатная квартира · 52.68 м² · 1/6 этаж","43500000","43 500 000₸","Турксибский р-н, Тараз 8/1","2","52.68","1/6","16 сент.","2","https://krisha.kz/a/show/1011367778","2026-09-16 17:18:35"
"1010325693","объявление","False","2-комнатная квартира · 47.1 м² · 7/10 этаж","27500000","27 500 000₸","Наурызбайский р-н, мкр Шугыла, Алтын Орда","2","47.1","7/10","16 сент.","158","https://krisha.kz/a/show/1010325693","2026-09-16 17:18:35"
"1012526885","объявление","False","2-комнатная квартира · 53.5 м² · 6/8 этаж","32800000","32 800 000₸","Жетысуский р-н, Бокейханова 510 Б — Северное кольцо","2","53.5","6/8","16 сент.","306","https://krisha.kz/a/show/1012526885","2026-09-16 17:18:35"
"1013355472","объявление","False","2-комнатная квартира · 63.4 м² · 1/6 этаж","34500000","34 500 000₸","Жетысуский р-н, мкр Кокжиек","2","63.4","1/6","16 сент.","296","https://krisha.kz/a/show/1013355472","2026-09-16 17:18:35"
"1015584013","объявление","False","2-комнатная квартира · 56 м² · 1/6 этаж","29500000","29 500 000₸","Алатауский р-н, мкр Мадениет 36","2","56","1/6","16 сент.","79","https://krisha.kz/a/show/1015584013","2026-09-16 17:18:35"
"1009691457","объявление","False","2-комнатная квартира · 54 м² · 1/5 этаж","44900000","44 900 000₸","Ауэзовский р-н, мкр Мамыр-7 5","2","54","1/5","16 сент.","50","https://krisha.kz/a/show/1009691457","2026-09-16 17:18:35"
"1015071338","объявление","False","2-комнатная квартира · 38 м² · 2/4 этаж","25990000","25 990 000₸","Бостандыкский р-н, проспект Ермек Серкебаев","2","38","2/4","16 сент.","319","https://krisha.kz/a/show/1015071338","2026-09-16 17:18:35"
